fid,source_file,park,lat,lon,activity,date,time
"712",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848556,151.236333,0.97,,
"717",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855213,151.211672,0.98,,
"720",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854245,151.217996,0.5,,
"721",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859724,151.211994,0.84,,
"724",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851964,151.226102,0.83,,
"725",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856986,151.213152,0.91,,
"726",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852157,151.225739,0.52,,
"727",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857442,151.211284,1.1,,
"728",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859405,151.211969,1.12,,
"729",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847289,151.2368,0.87,,
"731",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85623,151.227172,0.5,,
"733",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85376,151.216169,0.89,,
"734",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849749,151.231626,0.91,,
"735",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84866,151.233881,0.66,,
"736",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858001,151.2422,0.47,,
"737",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851809,151.226981,0.78,,
"738",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852133,151.223809,0.9,,
"739",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851594,151.227325,0.51,,
"740",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859012,151.210805,1.36,,
"742",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85023,151.228463,0.9,,
"745",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859606,151.212034,0.97,,
"748",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854185,151.200499,0.69,,
"749",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853778,151.216432,0.89,,
"750",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857482,151.198755,0.75,,
"751",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856777,151.247351,0.53,,
"753",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853521,151.201623,0.69,,
"754",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860429,151.253069,0.43,,
"761",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855476,151.214514,0.76,,
"763",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856525,151.213336,0.86,,
"764",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849608,151.232801,0.96,,
"770",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853721,151.201234,0.68,,
"771",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856944,151.23612,0.47,,
"772",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857233,151.23788,0.48,,
"773",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858114,151.250772,0.52,,
"776",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852297,151.225009,0.84,,
"777",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85964,151.210777,1.52,,
"778",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847423,151.23386,0.79,,
"779",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85391,151.21573,0.5,,
"780",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858785,151.252396,0.51,,
"781",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85654,151.212242,1.09,,
"782",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85478,151.218566,0.51,,
"784",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854007,151.210684,0.79,,
"785",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859335,151.210777,1.42,,
"786",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850474,151.227738,0.9,,
"787",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855133,151.219468,0.57,,
"791",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85374,151.221341,0.49,,
"792",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858362,151.212564,1.03,,
"793",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85385,151.233954,0.48,,
"796",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85152,151.228966,0.75,,
"799",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854531,151.237952,0.5,,
"800",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858189,151.212573,0.77,,
"803",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856418,151.213204,0.68,,
"804",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.861543,151.199101,0.78,,
"806",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859926,151.250289,0.43,,
"808",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854563,151.219539,0.52,,
"809",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854776,151.216021,1,,
"811",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84499,151.233196,0.9,,
"813",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856182,151.212498,0.6,,
"815",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856504,151.211365,1.04,,
"817",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85474,151.23908,0.5,,
"818",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849579,151.232933,0.95,,
"819",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854389,151.219727,0.51,,
"821",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851527,151.227529,0.51,,
"823",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847535,151.238046,1.01,,
"824",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85382,151.219264,0.83,,
"825",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852907,151.223578,0.51,,
"827",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855014,151.214114,0.62,,
"828",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846062,151.238,0.88,,
"829",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857677,151.198738,0.76,,
"830",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855534,151.220969,0.54,,
"831",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860629,151.254071,0.43,,
"833",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852713,151.206356,0.67,,
"834",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853703,151.22117,0.93,,
"836",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858239,151.211539,1.07,,
"838",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852461,151.223278,0.89,,
"840",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854066,151.213715,0.93,,
"841",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857585,151.212879,0.97,,
"843",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853265,151.221684,0.9,,
"845",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848457,151.235765,0.86,,
"847",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855359,151.212814,0.59,,
"848",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849707,151.234451,0.78,,
"850",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853144,151.202662,0.69,,
"854",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858648,151.211217,1.26,,
"855",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854569,151.212426,0.96,,
"857",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855006,151.240461,0.5,,
"858",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854501,151.218291,0.98,,
"859",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.845255,151.2333,0.9,,
"860",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850545,151.230735,0.57,,
"862",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859149,151.247067,0.45,,
"863",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853823,151.201042,0.69,,
"865",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853093,151.222703,0.88,,
"866",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84947,151.234735,0.79,,
"867",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857181,151.212931,0.73,,
"869",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858363,151.212519,0.78,,
"874",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857441,151.239146,0.49,,
"876",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853989,151.220267,0.97,,
"879",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851356,151.225568,0.9,,
"881",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85345,151.226609,0.49,,
"883",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848006,151.23731,0.97,,
"884",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854778,151.215888,1.01,,
"888",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85463,151.220362,0.51,,
"889",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852719,151.206191,0.68,,
"890",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856217,151.213295,0.67,,
"891",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858847,151.246078,0.44,,
"894",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856812,151.212395,0.64,,
"895",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849788,151.234353,0.77,,
"897",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85739,151.238897,0.49,,
"899",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84828,151.236892,0.97,,
"902",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853308,151.230247,0.49,,
"903",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852802,151.223877,0.51,,
"904",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858796,151.211189,1.28,,
"905",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85624,151.226635,0.51,,
"907",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852889,151.223175,0.86,,
"910",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853571,151.220564,0.86,,
"915",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854996,151.213066,0.59,,
"917",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852699,151.207041,0.69,,
"918",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848924,151.233788,0.63,,
"920",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853819,151.216689,0.9,,
"921",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853691,151.220052,0.86,,
"922",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858058,151.210972,1.2,,
"927",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85591,151.244347,0.5,,
"930",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856116,151.21242,1.1,,
"932",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859733,151.249281,0.44,,
"933",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854747,151.216528,1.03,,
"934",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848034,151.233924,0.71,,
"936",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853342,151.221436,0.89,,
"939",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852938,151.208686,0.75,,
"941",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850155,151.231886,0.6,,
"943",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854518,151.213639,0.55,,
"944",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859787,151.24953,0.44,,
"947",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855388,151.213767,0.64,,
"949",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853816,151.220808,0.95,,
"950",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853037,151.203039,0.68,,
"951",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852485,151.224399,0.86,,
"952",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847668,151.23783,1.01,,
"954",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854164,151.219646,0.98,,
"955",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85477,151.215509,1.02,,
"956",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849674,151.232411,0.93,,
"957",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853926,151.216235,0.48,,
"962",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851445,151.229465,0.8,,
"963",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85958,151.212059,0.84,,
"964",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849652,151.232538,0.95,,
"967",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855298,151.241865,0.5,,
"969",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.863377,151.199825,0.8,,
"971",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851255,151.230456,0.82,,
"972",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85463,151.220917,0.5,,
"973",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856284,151.212477,0.61,,
"974",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853777,151.220927,0.94,,
"975",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854358,151.210925,0.82,,
"977",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853503,151.220812,0.87,,
"978",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850554,151.227495,0.92,,
"979",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853759,151.215909,0.89,,
"980",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851614,151.228346,0.75,,
"981",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84715,151.238548,0.99,,
"982",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854045,151.217837,0.9,,
"984",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85654,151.198983,0.7,,
"986",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855305,151.211603,0.98,,
"987",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851954,151.224139,0.9,,
"988",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848897,151.235351,0.85,,
"990",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856239,151.226374,0.52,,
"991",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856091,151.213353,0.68,,
"992",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853944,151.224463,0.5,,
"993",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.8549,151.218189,0.52,,
"994",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854715,151.216907,1.03,,
"996",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858813,151.212312,1.07,,
"997",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849079,151.234692,0.98,,
"998",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858577,151.251845,0.5,,
"999",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850144,151.228853,0.9,,
"1000",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849113,151.234559,0.98,,
"1001",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856508,151.213174,0.69,,
"1005",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855405,151.220477,0.54,,
"1006",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854294,151.218214,0.51,,
"1007",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852266,151.225435,0.51,,
"1010",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858353,151.211272,1.23,,
"1012",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852057,151.226037,0.51,,
"1013",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857317,151.248959,0.51,,
"1014",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852732,151.205171,0.64,,
"1015",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.8545,151.222052,0.52,,
"1020",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854484,151.237658,0.5,,
"1021",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853111,151.222981,0.5,,
"1022",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857182,151.211118,1.02,,
"1024",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85087,151.229792,0.53,,
"1026",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854108,151.217411,0.5,,
"1029",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854662,151.212263,0.97,,
"1030",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853912,151.215896,0.5,,
"1031",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855106,151.217207,0.55,,
"1035",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855232,151.216219,0.64,,
"1036",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847602,151.237941,1.01,,
"1038",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850652,151.227246,0.92,,
"1039",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853504,151.221778,0.9,,
"1040",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856387,151.212458,0.62,,
"1041",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85555,151.211227,0.89,,
"1042",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849306,151.233524,0.62,,
"1043",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857195,151.23763,0.48,,
"1044",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855466,151.212879,1.07,,
"1046",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854488,151.215,0.63,,
"1049",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853888,151.214615,0.91,,
"1052",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857332,151.212339,0.67,,
"1058",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848116,151.236096,0.86,,
"1059",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854003,151.2169,0.5,,
"1060",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858051,151.242451,0.46,,
"1062",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854542,151.219319,0.5,,
"1064",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849478,151.233316,0.96,,
"1066",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851106,151.226185,0.91,,
"1075",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85729,151.213018,0.93,,
"1077",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85366,151.232834,0.48,,
"1078",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853252,151.222618,0.5,,
"1080",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859804,151.25535,0.51,,
